Source,Target
Antonio Bolufé Rohler,"Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba"
Rodnel Pen˜a Alvarado,"Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba"
Magdiel Vicet Morejón,"InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba"
Magdiel Vicet Morejón,"Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba"
Redelio Hernández Rubio,"InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba"
Redelio Hernández Rubio,"Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba"
Alexi Massó Mun˜oz,"InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba"
Alexi Massó Mun˜oz,"Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba"
Alejandro Freyre,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
C. M. Legón,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
Ismel Martínez-Díaz,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
Eziel Ramos,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba"
Pedro Enrique Navarro Sosa,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Carlos Miguel Legón Pérez,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Ernesto A. Borrego Rodríguez,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Osmani Tito Corrioso,"Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba"
Osmani Tito Corrioso,"Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba"
Mijail Borges Quintana,"Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba"
Mijail Borges Quintana,"Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba"
Miguel Angel Borges Trenard,"Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba"
Miguel Angel Borges Trenard,"Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba"
Osviel Rodriguez Valdés,"InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba"
Osviel Rodriguez Valdés,"UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba"
Osviel Rodriguez Valdés,"DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba"
Raisa Socorro Llanes,"InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba"
Raisa Socorro Llanes,"UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba"
Raisa Socorro Llanes,"DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba"
Carlos Miguel Legón Pérez,"InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba"
Carlos Miguel Legón Pérez,"UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba"
Carlos Miguel Legón Pérez,"DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba"
Ernesto Dominguez Fiallo,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Frank E. Acosta Fonseca,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Dr. Luis R. Piñeiro Díaz,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba"
Reynier A. de la Cruz Jiménez,La Habana
Reynier A. de la Cruz Jiménez,Instituto de Criptograf´ıa
Reynier A. de la Cruz Jiménez,Universidad de La Habana
Reynier A. de la Cruz Jiménez,Cuba
Ramses Rodr´ıguez Aulet,La Habana
Ramses Rodr´ıguez Aulet,Instituto de Criptograf´ıa
Ramses Rodr´ıguez Aulet,Universidad de La Habana
Ramses Rodr´ıguez Aulet,Cuba
Mario A. Vera-Villamar,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Mario A. Vera-Villamar,"Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador"
Jose Alejandro Mesejo-Chiong,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Jose Alejandro Mesejo-Chiong,"Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador"
Brenda Lambert Lamazares,"Departamento de Matemática, Instituto de Cibernética Matemática y Física, La Habana, Cuba"
Brenda Lambert Lamazares,"Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba"
Vivian Sistachs Vega,"Departamento de Matemática, Instituto de Cibernética Matemática y Física, La Habana, Cuba"
Vivian Sistachs Vega,"Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba"
Ernesto A. Borrego Rodríguez,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana"
Ernesto A. Borrego Rodríguez,"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas"
Ernesto A. Borrego Rodríguez,"Facultad de Informática, Universidad Tecnológica de La Habana"
Osviel Rodriguez Valdés,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana"
Osviel Rodriguez Valdés,"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas"
Osviel Rodriguez Valdés,"Facultad de Informática, Universidad Tecnológica de La Habana"
Pedro Enrique Navarro Sosa,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana"
Pedro Enrique Navarro Sosa,"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas"
Pedro Enrique Navarro Sosa,"Facultad de Informática, Universidad Tecnológica de La Habana"
Raisa Socorro Llanes,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana"
Raisa Socorro Llanes,"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas"
Raisa Socorro Llanes,"Facultad de Informática, Universidad Tecnológica de La Habana"
Carlos Miguel Legón,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana"
Carlos Miguel Legón,"Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas"
Carlos Miguel Legón,"Facultad de Informática, Universidad Tecnológica de La Habana"
Dagoberto Acosta Iglesias,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Dagoberto Acosta Iglesias,"Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Dagoberto Acosta Iglesias,"Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba"
Manuel Guardado Hernández,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Manuel Guardado Hernández,"Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Manuel Guardado Hernández,"Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba"
Amaury Pérez Martínez,"Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba"
Amaury Pérez Martínez,"Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Amaury Pérez Martínez,"Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba"
Gladys Linares Fleites,"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla"
Gladys Linares Fleites,"Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México"
Hortensia J. Reyes Cervantes,"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla"
Hortensia J. Reyes Cervantes,"Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México"
Bulmaro Juárez Hernández,"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla"
Bulmaro Juárez Hernández,"Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México"
Ana A. Oroza Hernández,"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla"
Ana A. Oroza Hernández,"Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México"
María de Luz Gasca Soto,"DepartamentodeMatemáticas,UniversidadNacionalAutónomadeMéxico,México"
Serdaniel Nieves Pupo,"Universidad de La Habana, Cuba"
Serdaniel Nieves Pupo,"Universidad de Pinardel Río 'Hermanos Saíz Montes de Oca', Cuba"
Rita A. Roldán Inguanzo,"Universidad de La Habana, Cuba"
Rita A. Roldán Inguanzo,"Universidad de Pinardel Río 'Hermanos Saíz Montes de Oca', Cuba"
A. Figueroa-Romero,"FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba"
A. Figueroa-Romero,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba"
A. Soria-Lorente,"FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba"
A. Soria-Lorente,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba"
Ángela León Mec´ıas,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana"
Ángela León Mec´ıas,Instituto de Cibernética Matemática y Física
Ángela León Mec´ıas,Instituto de Meteorología de la República de Cuba
Nigreisy Montalvo Zulueta,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana"
Nigreisy Montalvo Zulueta,Instituto de Cibernética Matemática y Física
Nigreisy Montalvo Zulueta,Instituto de Meteorología de la República de Cuba
Lorena León Arencibia,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana"
Lorena León Arencibia,Instituto de Cibernética Matemática y Física
Lorena León Arencibia,Instituto de Meteorología de la República de Cuba
Mariella Lorenzo Suárez,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana"
Mariella Lorenzo Suárez,Instituto de Cibernética Matemática y Física
Mariella Lorenzo Suárez,Instituto de Meteorología de la República de Cuba
Ludwig Leonard Méndez,"Programming Department, Havana University, Havana, Cuba"
Antonio Alejo Combarro,"Programming Department, Havana University, Havana, Cuba"
José Manuel Espinoza,"Programming Department, Havana University, Havana, Cuba"
Miguel Katrib Mora,"Programming Department, Havana University, Havana, Cuba"
Eladio Jorge Oliveros Saúco,"DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador"
Eladio Jorge Oliveros Saúco,"FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Dr.C Ricardo Sánchez Casanova,"DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador"
Dr.C Ricardo Sánchez Casanova,"FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
Idania Urrutia Roman´ı,"DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador"
Idania Urrutia Roman´ı,"FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba"
